id,source,city,district,rooms,area_m2,floor,total_floors,price_tenge,price_per_m2,price_segment,seller_type,listing_date,title,address,url,listing_id
504,krisha,Астана,Есильский р-н,1.0,42.0,6.0,12.0,250000,5952.4,high,owner,2026-03-20,1-комнатная квартира · 42 м² · 6/12 этаж,"Есильский р-н, Кабанбай батыра 42",https://krisha.kz/a/show/1006106309,1006106309
505,krisha,Астана,Сарыарка р-н,2.0,77.4,1.0,12.0,280000,3617.6,high,owner,2026-03-20,2-комнатная квартира · 77.4 м² · 1/12 этаж,"Сарыарка р-н, Бейбарыс Султан 25",https://krisha.kz/a/show/1010177362,1010177362
506,krisha,Астана,Нура р-н,2.0,72.0,5.0,9.0,330000,4583.3,high,owner,2026-03-20,2-комнатная квартира · 72 м² · 5/9 этаж,"Нура р-н, Кайым Мухамедханов 21/2",https://krisha.kz/a/show/1006060595,1006060595
507,krisha,Астана,Есильский р-н,1.0,42.0,9.0,12.0,230000,5476.2,middle,owner,2026-03-20,1-комнатная квартира · 42 м² · 9/12 этаж,"Есильский р-н, E-10",https://krisha.kz/a/show/683524744,683524744
508,krisha,Астана,Есильский р-н,3.0,81.0,7.0,8.0,400000,4938.3,high,owner,2026-03-20,3-комнатная квартира · 81 м² · 7/8 этаж,"Есильский р-н, Улы Дала 54 — Сауран",https://krisha.kz/a/show/1005069252,1005069252
509,krisha,Астана,Сарыарка р-н,3.0,80.0,2.0,3.0,250000,3125.0,high,owner,2026-03-20,3-комнатная квартира · 80 м² · 2/3 этаж,"Сарыарка р-н, Абая 30 — Республика",https://krisha.kz/a/show/1010174091,1010174091
510,krisha,Астана,Нура р-н,1.0,32.0,16.0,19.0,270000,8437.5,high,owner,2026-03-20,1-комнатная квартира · 32 м² · 16/19 этаж,"Нура р-н, Туран 57а",https://krisha.kz/a/show/1009498464,1009498464
511,krisha,Астана,Есильский р-н,1.0,43.0,3.0,10.0,200000,4651.2,middle,owner,2026-03-20,1-комнатная квартира · 43 м² · 3/10 этаж,"Есильский р-н, Бокейхана 25 A",https://krisha.kz/a/show/1003516487,1003516487
512,krisha,Астана,Нура р-н,2.0,50.0,4.0,10.0,250000,5000.0,high,owner,2026-03-20,2-комнатная квартира · 50 м² · 4/10 этаж,"Нура р-н, Кабанбай батыр, 57/2 57/2",https://krisha.kz/a/show/1010098297,1010098297
513,krisha,Астана,Есильский р-н,1.0,38.0,8.0,13.0,230000,6052.6,middle,owner,2026-03-20,1-комнатная квартира · 38 м² · 8/13 этаж,"Есильский р-н, Бухар жырау 32",https://krisha.kz/a/show/1008949541,1008949541
514,krisha,Астана,Нура р-н,2.0,64.0,5.0,9.0,280000,4375.0,high,owner,2026-03-20,2-комнатная квартира · 64 м² · 5/9 этаж,"Нура р-н, Е 67 8",https://krisha.kz/a/show/1010170595,1010170595
515,krisha,Астана,Есильский р-н,1.0,39.0,5.0,10.0,270000,6923.1,high,owner,2026-03-20,1-комнатная квартира · 39 м² · 5/10 этаж,"Есильский р-н, Орынбор 13",https://krisha.kz/a/show/1010374187,1010374187
516,krisha,Астана,Есильский р-н,1.0,41.0,7.0,24.0,250000,6097.6,high,owner,2026-03-20,1-комнатная квартира · 41 м² · 7/24 этаж,"Есильский р-н, Кабанбай батыр 48/5",https://krisha.kz/a/show/1010339502,1010339502
517,krisha,Астана,Есильский р-н,1.0,41.0,3.0,7.0,200000,4878.0,middle,owner,2026-03-20,1-комнатная квартира · 41 м² · 3/7 этаж,"Есильский р-н, мкр Пригородный, Туркестан",https://krisha.kz/a/show/1010364377,1010364377
518,krisha,Астана,Есильский р-н,1.0,52.2,8.0,13.0,200000,3831.4,middle,owner,2026-03-20,1-комнатная квартира · 52.2 м² · 8/13 этаж,"Есильский р-н, Чингиза Айтматова — Магазин RED MART",https://krisha.kz/a/show/1002982849,1002982849
519,krisha,Астана,Есильский р-н,1.0,33.8,4.0,12.0,180000,5325.4,middle,owner,2026-03-20,1-комнатная квартира · 33.8 м² · 4/12 этаж,"Есильский р-н, Ш.Айтматов 77/9",https://krisha.kz/a/show/1009647952,1009647952
520,krisha,Астана,Нура р-н,2.0,60.0,6.0,9.0,270000,4500.0,high,owner,2026-03-20,2-комнатная квартира · 60 м² · 6/9 этаж,"Нура р-н, Казыбек би 7/1",https://krisha.kz/a/show/1009862326,1009862326
521,krisha,Астана,Нура р-н,2.0,63.63,4.0,12.0,300000,4714.8,high,owner,2026-03-20,2-комнатная квартира · 63.63 м² · 4/12 этаж,"Нура р-н, Е-67 8 — Бектурова",https://krisha.kz/a/show/1009434484,1009434484
522,krisha,Астана,Есильский р-н,2.0,48.0,5.0,14.0,280000,5833.3,high,owner,2026-03-20,2-комнатная квартира · 48 м² · 5/14 этаж,"Есильский р-н, Бухар Жырау 33/1 — Аль-Фараби",https://krisha.kz/a/show/1007562152,1007562152
523,krisha,Астана,р-н Байконур,2.0,52.0,4.0,5.0,230000,4423.1,middle,owner,2026-03-20,2-комнатная квартира · 52 м² · 4/5 этаж,"р-н Байконур, Таха Хусейна",https://krisha.kz/a/show/1010267543,1010267543
524,krisha,Астана,Есильский р-н,2.0,50.0,5.0,9.0,250000,5000.0,high,owner,2026-03-20,2-комнатная квартира · 50 м² · 5/9 этаж,"Есильский р-н, Сыганак 15/1 — Е-305",https://krisha.kz/a/show/677368203,677368203
525,krisha,Астана,Алматы р-н,1.0,22.0,2.0,9.0,150000,6818.2,middle,owner,2026-03-20,1-комнатная квартира · 22 м² · 2/9 этаж,"Алматы р-н, Калдаяков 26 — Шамши Калдаяков",https://krisha.kz/a/show/761770069,761770069
526,krisha,Астана,Нура р-н,2.0,43.0,4.0,17.0,260000,6046.5,high,owner,2026-03-20,2-комнатная квартира · 43 м² · 4/17 этаж,"Нура р-н, Толе би 16 — Улы дала / Толе Би",https://krisha.kz/a/show/1004922883,1004922883
527,krisha,Астана,Есильский р-н,1.0,36.0,15.0,16.0,190000,5277.8,middle,owner,2026-03-20,1-комнатная квартира · 36 м² · 15/16 этаж,"Есильский р-н, Аль-Фараби 30 — Улы Дала",https://krisha.kz/a/show/1009345217,1009345217
528,krisha,Астана,Е-15 13,1.0,40.0,2.0,9.0,230000,5750.0,middle,owner,2026-03-20,1-комнатная квартира · 40 м² · 2/9 этаж,"Е-15 13, 13/1",https://krisha.kz/a/show/1010021261,1010021261
529,krisha,Астана,Сарыарка р-н,1.0,39.0,3.0,12.0,200000,5128.2,middle,owner,2026-03-20,1-комнатная квартира · 39 м² · 3/12 этаж,"Сарыарка р-н, Байтурсынова 30 — Нурлы Жол вокзал",https://krisha.kz/a/show/1007301811,1007301811
530,krisha,Астана,Нура р-н,1.0,38.0,6.0,9.0,210000,5526.3,middle,owner,2026-03-20,1-комнатная квартира · 38 м² · 6/9 этаж,"Нура р-н, Кабанбай батыра 45/3",https://krisha.kz/a/show/1000134694,1000134694
531,krisha,Астана,Алматы р-н,3.0,65.0,5.0,5.0,250000,3846.2,high,owner,2026-03-20,3-комнатная квартира · 65 м² · 5/5 этаж,"Алматы р-н, Петрова 2",https://krisha.kz/a/show/1010262531,1010262531
532,krisha,Астана,Есильский р-н,1.0,40.0,,,250000,6250.0,high,owner,2026-03-20,1-комнатная квартира · 40 м²,"Есильский р-н, Аль-Фараби 35 — Школа Бином, остановка, детсад",https://krisha.kz/a/show/1010390502,1010390502
533,krisha,Астана,Есильский р-н,2.0,65.0,2.0,17.0,250000,3846.2,high,owner,2026-03-20,2-комнатная квартира · 65 м² · 2/17 этаж,"Есильский р-н, Вдоль ул. 37 39",https://krisha.kz/a/show/1010201031,1010201031
534,krisha,Астана,Есильский р-н,2.0,68.0,2.0,9.0,300000,4411.8,high,owner,2026-03-20,2-комнатная квартира · 68 м² · 2/9 этаж,"Есильский р-н, Сарайшык 9",https://krisha.kz/a/show/1010306379,1010306379
535,krisha,Астана,Алматы р-н,2.0,55.0,,,360000,6545.5,high,owner,2026-03-20,2-комнатная квартира · 55 м² · 4 этаж,"Алматы р-н, Ахмет Байтурсынулы",https://krisha.kz/a/show/760464492,760464492
536,krisha,Астана,Алматы р-н,3.0,80.0,3.0,10.0,450000,5625.0,high,owner,2026-03-20,3-комнатная квартира · 80 м² · 3/10 этаж,"Алматы р-н, Таскескен 17 А,Б",https://krisha.kz/a/show/1003072624,1003072624
537,krisha,Астана,Сарайшык р-н,1.0,38.1,9.0,9.0,180000,4724.4,middle,owner,2026-03-20,1-комнатная квартира · 38.1 м² · 9/9 этаж,"Сарайшык р-н, Байтурсынова 39",https://krisha.kz/a/show/1008037276,1008037276
538,krisha,Астана,Алматы р-н,1.0,38.0,3.0,5.0,200000,5263.2,middle,owner,2026-03-20,1-комнатная квартира · 38 м² · 3/5 этаж,"Алматы р-н, Куйшидина 1/1",https://krisha.kz/a/show/1009646050,1009646050
